,first_name,last_name,price,above_100
0,William,Garcia,258.1809089,True
1,Barbara,Freeman,141.890534,True
2,Rebecca,Zimmerman,293.373272,True
3,Patricia,Velasquez,249.9479246,True
4,Ronnie,Clark,272.908659,True
5,Timothy,Rose,65.74326968,False
6,Joshua,Ramirez,64.54997394,False
7,Joseph,Dawson,111.0171384,True
8,Robert,Rios,87.31797988,False
9,Karen,Mitchell,277.2511543,True
10,Patrick,Greene,7.259436115,False
11,Matthew,Nelson,295.3146887,True
12,Melissa,Smith,70.04282129,False
13,Amy,Johnson,78.26892103,False
14,Edgar,Ellis,208.6777041,True
15,Olivia,Rivera,104.8094951,True
16,Kelly,Leblanc,40.20849552,False
17,Jennifer,Anderson,17.90633335,False
18,Tammy,Clark,125.0672217,True
19,Jennifer,Marquez,21.63604687,False
20,Cory,Silva,36.24541189,False
21,Mackenzie,Moon,264.9268902,True
22,Larry,Wade,126.3049676,True
23,Diana,Shaffer,37.50406255,False
24,Stephen,Smith,168.1895294,True
25,Kendra,White,265.1085587,True
26,Lindsey,Williamson,280.3953974,True
27,Wanda,Hale,106.0997985,True
28,Jillian,Davies,10.64366962,False
29,Douglas,Thomas,119.0382607,True
30,Jennifer,Davis,153.0526538,True
31,George,Holmes,44.38614111,False
32,Marissa,Webster,105.4378241,True
33,Anna,Boyle,80.47552199,False
34,Paul,Gillespie,174.6815735,True
35,Autumn,Johnston,132.780344,True
36,Tracey,Norton,118.0225331,True
37,Amy,Flynn,128.6739798,True
38,Melissa,Davis,72.58977535,False
39,Vincent,Mitchell,78.43990466,False
40,Gregory,Martin,144.6915752,True
41,Robert,Coffey,117.3205633,True
42,Melissa,Montgomery,101.4845534,True
43,Krystal,Cunningham,296.536062,True
44,Scott,Lee,163.4878508,True
45,James,Murray,28.59025756,False
46,Hunter,Stokes,3.582742282,False
47,Jasmine,Austin,33.90382995,False
48,Grant,Summers,51.78034157,False
49,Sarah,Spencer,271.6023676,True
50,Brianna,Lewis,192.617676,True
51,Rhonda,Martin,145.6455553,True
52,Dennis,Lawrence,161.3584294,True
53,Michael,Stewart,245.4400987,True
54,William,Wilkins,22.90555849,False
55,Rebecca,Jimenez,142.590737,True
56,Kathleen,Roman,15.10135967,False
57,Billy,Smith,22.53181535,False
58,Nicole,James,101.913846,True
59,Allison,Holt,12.7990102,False
60,Amanda,Johnson,19.17461281,False
61,Michael,Spencer,171.890946,True
62,Brandi,King,30.05366744,False
63,Alexander,King,23.47063099,False
64,Nicole,Sampson,207.6385148,True
65,Savannah,Bell,22.05563858,False
66,Jessica,Harris,103.7031099,True
67,Lauren,Gallagher,266.215602,True
68,Jack,Townsend,93.27791862,False
69,Jamie,Nguyen,228.9953328,True
70,Ann,Price,266.323001,True
71,Michael,Rodriguez,224.0452951,True
72,Heather,Davidson,219.8337855,True
73,Marie,Green,146.6406753,True
74,Lori,Tapia,147.3422789,True
75,Kayla,Alvarado,127.2410425,True
76,Susan,Crosby,200.3652912,True
77,Nathan,Harris,163.8731027,True
78,Michael,Daniel,4.582288435,False
79,Ashley,Jones,53.14943439,False
80,John,Wright,91.35592502,False
81,Melissa,Jordan,294.2154133,True
82,Carrie,Jackson,232.6768105,True
83,Rebecca,Anderson,183.1702424,True
84,Paul,Powell,105.1162169,True
85,Shawn,Baxter,81.03527984,False
86,Sarah,Wright,141.0101793,True
87,Kimberly,Romero,235.624084,True
88,Matthew,Washington,186.5044837,True
89,Kirk,Hayden,148.2501795,True
90,Traci,Kelley,41.56298339,False
91,Isabella,Chen,129.6921072,True
92,Melanie,Salazar,292.8461055,True
93,Stephanie,Lewis,76.43122945,False
94,Christopher,Hensley,249.1556558,True
95,Terry,Vincent,242.9859001,True
96,Jason,Alvarado,95.92027624,False
97,Michelle,Evans,257.2373034,True
98,Dennis,Benitez,87.11980487,False
99,Troy,Garcia,181.4054634,True
100,Albert,Davila,113.2109822,True
101,Candice,Rivera,42.88132073,False
102,Cole,Edwards,244.0779245,True
103,Danielle,Johnson,31.63041433,False
104,Justin,Ramirez,146.3464935,True
105,Elizabeth,Griffith,205.7783782,True
106,Kristin,Clay,260.3474682,True
107,Joseph,White,65.20753493,False
108,Marissa,Holmes,59.40240228,False
109,Michelle,Hamilton,91.62237167,False
110,Christopher,Alvarez,126.025264,True
111,Craig,Hogan,136.7126938,True
112,Melissa,Castillo,281.1608076,True
113,Maria,Williams,10.21292614,False
114,Vanessa,Thomas,20.58084145,False
115,Gary,Obrien,53.39582051,False
116,Melissa,Holt,252.2818438,True
117,Eric,Valenzuela,176.52775,True
118,Anthony,Hardy,4.902725495,False
119,Karen,Johnson,49.41029242,False
120,Richard,Hunt,249.7511997,True
121,Karen,Robertson,1.710967532,False
122,Adam,Jones,56.93252133,False
123,Jonathan,Fuller,14.71921636,False
124,Jason,Harris,151.4305855,True
125,Danielle,Hill,179.8454001,True
126,Seth,Freeman,224.5526336,True
127,Joseph,Davis,97.09676869,False
128,Sonya,Reyes,209.9855308,True
129,Michael,Castro,243.1786308,True
130,Jonathan,Collins,101.4620676,True
131,Eric,Hayes,279.9732949,True
132,Eric,Moore,77.4205876,False
133,Veronica,Estes,270.8232516,True
134,Timothy,Aguilar,133.1135532,True
135,Taylor,Hunt,138.2042127,True
136,Michael,Clarke,128.9532357,True
137,Cheryl,Morse,275.7612746,True
138,Jose,Page,184.058919,True
139,Matthew,Kramer,265.3917788,True
140,Regina,Barrera,185.2134145,True
141,Sean,George,53.76304189,False
142,Cody,Hernandez,180.9265991,True
143,Hunter,Smith,175.2181525,True
144,Andrea,Burke,256.3026305,True
145,Elizabeth,Patterson,290.1129725,True
146,Austin,Rhodes,158.1182472,True
147,Maurice,Thompson,224.1265422,True
148,Richard,Martinez,86.96423972,False
149,Brian,Hernandez,42.67025555,False
150,Samantha,Shields,149.8952175,True
151,Joseph,Walker,282.0494042,True
152,Tracy,Hernandez,215.0596081,True
153,Vicki,Fox,41.51250582,False
154,Louis,Campos,277.9062585,True
155,Justin,Scott,208.0660064,True
156,Megan,Vaughn,289.9564106,True
157,Mary,Hughes,15.21373926,False
158,Anita,Fleming,58.24742383,False
159,Alyssa,Melendez,273.6593194,True
160,Joshua,Foster,253.4093833,True
161,Lisa,Smith,203.9611381,True
162,Kathy,Lee,265.446304,True
163,Bethany,Park,233.6891667,True
164,Joshua,Butler,239.8213879,True
165,Danielle,Potter,204.5385362,True
166,Kenneth,Robinson,152.7840745,True
167,Eric,Pineda,111.0479315,True
168,James,Dorsey,68.90463624,False
169,Michael,Miller,129.6049475,True
170,Danielle,Martinez,45.94938674,False
171,Gary,Young,212.2982372,True
172,Lisa,Decker,275.7158848,True
173,Kayla,Randolph,232.8220215,True
174,Peggy,Thompson,124.4664752,True
175,Alex,Cooper,170.205336,True
176,Joanne,Wilson,229.6136723,True
177,Maria,Adams,141.7128665,True
178,Julie,Horton,276.5816247,True
179,Jeffrey,Galvan,210.5061915,True
180,Christopher,Johnson,268.63027,True
181,Jennifer,Arias,59.59468056,False
182,Jocelyn,Bell,84.95454821,False
183,Eric,Brown,133.4007225,True
184,Devon,Wright,29.21576875,False
185,Rodney,Robles,158.9838923,True
186,Kara,Austin,271.4672561,True
187,Jeffrey,Tanner,203.7433126,True
188,Shaun,Nunez,153.1987664,True
189,Daniel,Mccall,143.271503,True
190,Frank,Owen,233.2015374,True
191,Beth,Johnson,128.7923576,True
192,Joshua,Clark,190.9113668,True
193,Gary,Jones,52.3166247,False
194,Nancy,Brown,115.9584052,True
195,Megan,Roach,18.68239346,False
196,Lucas,Ross,221.1269463,True
197,Jerry,Tucker,29.95199198,False
198,Timothy,Robles,76.08225475,False
199,Christopher,Goodwin,78.12233209,False
200,Philip,Wilson,22.8431316,False
201,Carrie,Davis,295.0481315,True
202,Michael,Daniel,229.951577,True
203,Bryan,Valenzuela,236.1493796,True
204,Robin,Garner,79.14737521,False
205,Angel,Thompson,284.7302014,True
206,Christopher,Morgan,216.0131402,True
207,Brittany,Walker,163.1107737,True
208,Shelby,Mann,110.9021852,True
209,Jodi,Wells,44.01734436,False
210,Terri,Gibson,92.36081224,False
211,Vanessa,Hernandez,105.2534499,True
212,Maria,Russell,114.1452708,True
213,Stacy,Moses,126.6504703,True
214,Amanda,Schneider,288.471694,True
215,Catherine,Lopez,182.0171244,True
216,Amanda,White,12.31889758,False
217,Karina,Spencer,128.1490023,True
218,Deborah,Warren,139.7675022,True
219,Erica,Dixon,168.6031566,True
220,Barbara,Gray,140.7466665,True
221,Deanna,Watson,264.5411986,True
222,Michael,Cox,136.7864833,True
223,Amy,Myers,92.16016851,False
224,Patrick,Hunter,170.4134515,True
225,Marvin,Murphy,212.4152504,True
226,Janice,Graves,223.7037682,True
227,Brooke,Pierce,171.9383085,True
228,Adam,Wells,280.2602417,True
229,Amanda,Atkins,283.4268495,True
230,Gary,Ruiz,132.504823,True
231,Tina,Wallace,72.91326395,False
232,Casey,Oconnell,16.79606077,False
233,Nancy,Mendoza,281.3890295,True
234,Luis,Nguyen,34.19827441,False
235,William,Graves,111.5016422,True
236,Sean,Brennan,269.2286668,True
237,Matthew,Sellers,53.50349547,False
238,Dorothy,Bradley,199.459603,True
239,Haley,Flores,252.2914062,True
240,Melissa,Johnson,32.70467677,False
241,Samuel,Tran,199.8864146,True
242,Amanda,Patterson,49.03325819,False
243,Albert,Roach,183.3743011,True
244,Jamie,Huffman,36.83993962,False
245,James,Hamilton,265.6302103,True
246,Joseph,Bird,18.06044758,False
247,Sarah,Contreras,141.4141417,True
248,Joshua,House,65.77031576,False
249,Tamara,Molina,255.2535664,True
250,Max,Maxwell,240.0443014,True
251,Jason,Daniels,269.6365982,True
252,Jordan,Coleman,250.0974184,True
253,Jasmine,Jones,33.93281405,False
254,Jessica,Garcia,231.8803086,True
255,Aaron,George,138.812708,True
256,Chelsey,Anderson,41.35053236,False
257,Rebecca,Perez,146.2313884,True
258,Duane,Thompson,75.06433497,False
259,Curtis,Clayton,138.0563371,True
260,George,Gonzalez,221.5737986,True
261,Casey,Ford,94.18806784,False
262,Margaret,Johnston,61.24599434,False
263,Eric,Mcclure,238.8775355,True
264,Nathan,Taylor,4.820334075,False
265,Kayla,Parker,222.3600766,True
266,Doris,Obrien,206.9493221,True
267,Brooke,Taylor,34.74615015,False
268,Kathryn,Garrett,266.1885038,True
269,John,Cruz,205.1406652,True
270,Christina,Cannon,98.5941474,False
271,Susan,Lewis,269.3323662,True
272,Pamela,Sanchez,193.7780783,True
273,Stacey,Wiley,200.3904296,True
274,Melissa,Johnson,201.4509484,True
275,Lori,Morris,38.0476094,False
276,Daniel,Soto,225.1621402,True
277,Karl,Davis,92.08925112,False
278,Lisa,Graves,122.8564118,True
279,Eric,Ray,178.344085,True
280,Mark,Garcia,229.2470277,True
281,Allison,Alvarez,275.3024614,True
282,Rachel,Williams,44.81715456,False
283,Linda,Mitchell,47.44468727,False
284,David,Shelton,158.7084813,True
285,Vanessa,Long,121.744973,True
286,Misty,Martin,176.9310069,True
287,Daniel,Gregory,132.8910493,True
288,Mitchell,Jones,253.9716803,True
289,Dawn,Scott,246.036131,True
290,Emily,Horn,287.4666523,True
291,Catherine,George,14.61491995,False
292,Hunter,Carlson,218.0977601,True
293,Thomas,Baldwin,275.4145594,True
294,Amy,Sellers,91.87350268,False
295,Alicia,Clark,241.5859155,True
296,Sara,Lewis,158.863849,True
297,Ashley,Lopez,77.89293291,False
298,Terry,Alvarado,161.9498178,True
299,Danielle,Sandoval,83.13645641,False
300,Jesse,Jones,214.8029616,True
301,Lisa,Hess,133.2037916,True
302,Christina,Mason,284.4863867,True
303,Mary,Bell,32.08889594,False
304,Martin,Ramirez,1.10921244,False
305,Stacy,Smith,161.8260635,True
306,Carla,Rodriguez,113.1454481,True
307,Johnny,Stout,134.002236,True
308,Jennifer,Rodriguez,256.0154481,True
309,Michelle,Thompson,196.6754605,True
310,Lisa,Lyons,148.9559785,True
311,Michael,Coleman,262.2090763,True
312,Lindsey,Williams,99.95620763,False
313,Karen,Hoffman,186.1046153,True
314,Jenny,Jones,189.5577104,True
315,Steven,Knight,282.995761,True
316,Michael,Franklin,116.8742571,True
317,Mason,Ross,235.5549236,True
318,Terry,Levine,151.5220714,True
319,Catherine,Fletcher,36.59268024,False
320,Deanna,Jones,196.9406069,True
321,Christopher,Mitchell,22.42047146,False
322,John,Owens,191.4434257,True
323,Stephanie,Davis,287.1991494,True
324,Joseph,Ford,264.9354841,True
325,Matthew,Russell,141.2492947,True
326,Danielle,Burke,75.90363417,False
327,Stephanie,Cunningham,220.9939809,True
328,Brian,Proctor,263.6358197,True
329,Michael,Swanson,291.5713603,True
330,Daniel,Santos,49.26348169,False
331,April,Hoffman,203.4855796,True
332,Stephanie,Thomas,249.666722,True
333,Brianna,Garcia,183.3322335,True
334,Shannon,Berger,125.2597844,True
335,Kathleen,Mays,238.1656066,True
336,Michelle,Park,150.4001203,True
337,Laura,Reynolds,20.08924577,False
338,Ashley,Kaiser,218.399504,True
339,Reginald,Owens,46.55328685,False
340,Michael,Conway,84.09316114,False
341,Sheila,Pham,5.713231688,False
342,Christie,Smith,70.21735457,False
343,Allison,Carroll,27.65684629,False
344,Donna,Perez,187.3279401,True
345,Sierra,Richmond,299.4492042,True
346,Steven,Wallace,173.0025685,True
347,Jeremy,Thompson,106.6102612,True
348,Jennifer,Mccormick,142.7564741,True
349,Eric,Garcia,27.56450393,False
350,Matthew,Beasley,248.9927372,True
351,Jason,Robinson,249.4550365,True
352,Vicki,Espinoza,285.9638855,True
353,Steven,Snyder,182.0351514,True
354,Michelle,Randolph,70.72106315,False
355,Michelle,Francis,10.01541777,False
356,Steven,Baker,293.7505039,True
